Speaker,start,end,time,ITL,ICL
S-Speech,0:04:01,0:04:09,0:00:08,,
S-Speech,0:04:16,0:04:25,0:00:09,,
S-Speech,0:04:36,0:04:43,0:00:07,,
S-Speech,0:04:49,0:04:53,0:00:04,,
S-Speech,0:04:54,0:04:55,0:00:01,,
S-Speech,0:05:01,0:05:02,0:00:01,,
S-Speech,0:05:06,0:05:16,0:00:10,,
S-Speech,0:05:20,0:05:27,0:00:07,,
S-Speech,0:05:43,0:05:51,0:00:08,,
S-Speech,0:06:06,0:06:08,0:00:02,,
S-Speech,0:06:18,0:06:27,0:00:09,,
S-Speech,0:06:28,0:06:31,0:00:03,,
S-Speech,0:06:33,0:06:35,0:00:02,,
S-Speech,0:07:06,0:07:13,0:00:07,,
S-Speech,0:07:18,0:07:22,0:00:04,,
S-Speech,0:07:33,0:07:35,0:00:02,,
S-Speech,0:07:39,0:07:44,0:00:05,,
S-Speech,0:08:24,0:08:26,0:00:02,,
S-Speech,0:08:39,0:08:59,0:00:20,,
S-Speech,0:09:00,0:09:09,0:00:09,,
S-Speech,0:09:12,0:09:18,0:00:06,,
S-Speech,0:09:30,0:09:34,0:00:04,,
S-Speech,0:09:49,0:09:52,0:00:03,,
S-Speech,0:10:28,0:10:30,0:00:02,,
S-Speech,0:10:45,0:10:46,0:00:01,,
S-Speech,0:10:52,0:10:54,0:00:02,,
S-Speech,0:10:56,0:10:58,0:00:02,,
S-Speech,0:11:00,0:11:09,0:00:09,,
S-Speech,0:11:10,0:11:12,0:00:02,,
S-Speech,0:11:20,0:11:22,0:00:02,,
S-Speech,0:11:48,0:11:50,0:00:02,,
S-Speech,0:11:56,0:11:59,0:00:03,,
S-Speech,0:12:01,0:12:04,0:00:03,,
S-Speech,0:12:05,0:12:07,0:00:02,,
S-Speech,0:12:09,0:12:10,0:00:01,,
S-Speech,0:12:16,0:12:22,0:00:06,,
S-Speech,0:12:56,0:12:58,0:00:02,,
S-Speech,0:12:59,0:13:05,0:00:06,,
S-Speech,0:13:37,0:13:40,0:00:03,,
S-Speech,0:13:49,0:13:51,0:00:02,,
S-Speech,0:14:04,0:14:06,0:00:02,,
S-Speech,0:14:21,0:14:24,0:00:03,,
S-Speech,0:14:44,0:14:45,0:00:01,,
S-Speech,0:14:47,0:14:52,0:00:05,,
S-Speech,0:14:54,0:14:58,0:00:04,,
S-Speech,0:15:13,0:15:16,0:00:03,,
S-Speech,0:15:41,0:15:48,0:00:07,,
S-Speech,0:15:51,0:15:53,0:00:02,,
S-Speech,0:15:56,0:15:59,0:00:03,,
S-Speech,0:16:01,0:16:03,0:00:02,,
S-Speech,0:16:05,0:16:06,0:00:01,,
S-Speech,0:16:08,0:16:11,0:00:03,,
S-Speech,0:16:18,0:16:20,0:00:02,,
S-Speech,0:16:29,0:16:32,0:00:03,,
S-Speech,0:16:36,0:16:39,0:00:03,,
S-Speech,0:16:43,0:16:46,0:00:03,,
S-Speech,0:17:18,0:17:20,0:00:02,,
S-Speech,0:17:27,0:17:29,0:00:02,,
S-Speech,0:17:41,0:17:46,0:00:05,,
S-Speech,0:17:49,0:17:52,0:00:03,,
S-Speech,0:17:57,0:18:09,0:00:12,,
S-Speech,0:18:10,0:18:17,0:00:07,,
S-Speech,0:18:18,0:18:21,0:00:03,,
S-Speech,0:18:23,0:18:28,0:00:05,,
S-Speech,0:18:29,0:18:45,0:00:16,,
S-Speech,0:18:46,0:18:49,0:00:03,,
S-Speech,0:18:50,0:18:54,0:00:04,,
S-Speech,0:18:56,0:18:58,0:00:02,,
S-Speech,0:19:01,0:19:06,0:00:05,,
S-Speech,0:19:14,0:19:16,0:00:02,,
S-Speech,0:19:17,0:19:21,0:00:04,,
S-Speech,0:19:24,0:19:27,0:00:03,,
S-Speech,0:19:45,0:19:47,0:00:02,,
S-Speech,0:19:52,0:19:54,0:00:02,,
S-Speech,0:19:57,0:19:59,0:00:02,,
S-Speech,0:21:13,0:21:15,0:00:02,,
S-Speech,0:21:56,0:22:02,0:00:06,,
T-Speech,0:00:10,0:00:15,0:00:05,Musical Expression,Giving Practice
T-Speech,0:00:17,0:00:20,0:00:03,Musical Expression,Giving Feedback
T-Speech,0:00:22,0:00:23,0:00:01,Musical Expression,Giving Feedback
T-Speech,0:00:24,0:00:27,0:00:03,Musical Expression,Giving Practice
T-Speech,0:00:30,0:00:33,0:00:03,Musical Expression,Giving Feedback
T-Speech,0:00:34,0:00:38,0:00:04,Musical Expression,Giving Practice
T-Speech,0:00:40,0:00:47,0:00:07,Musical Expression,Giving Feedback
T-Speech,0:00:48,0:00:49,0:00:01,Musical Expression,Giving Subjective Information
T-Speech,0:00:51,0:00:55,0:00:04,Musical Expression,Giving Practice
T-Speech,0:00:58,0:01:04,0:00:06,Musical Expression,Giving Advice
T-Speech,0:01:05,0:01:06,0:00:01,Musical Expression,Giving Practice
T-Speech,0:01:18,0:01:24,0:00:06,Musical Expression,Giving Feedback
T-Speech,0:01:29,0:01:30,0:00:01,Musical Expression,Giving Feedback
T-Speech,0:01:33,0:01:35,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:01:38,0:01:41,0:00:03,Other,Giving Subjective Information
T-Speech,0:01:43,0:01:45,0:00:02,Other,Giving Practice
T-Speech,0:01:56,0:01:58,0:00:02,Musical Expression,Giving Feedback
T-Speech,0:02:12,0:02:14,0:00:02,Musical Expression,Giving Practice
T-Speech,0:02:26,0:02:32,0:00:06,Other,Giving Practice
T-Speech,0:02:33,0:02:42,0:00:09,Other,Giving Advice
T-Speech,0:02:46,0:02:49,0:00:03,Other,Giving Subjective Information
T-Speech,0:02:52,0:03:00,0:00:08,Other,Giving Advice
T-Speech,0:03:13,0:03:14,0:00:01,Musical Expression,Giving Subjective Information
T-Speech,0:03:19,0:03:22,0:00:03,Musical Expression,Giving Subjective Information
T-Speech,0:03:23,0:03:25,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:03:28,0:03:30,0:00:02,Musical Style,Giving Objective Information
T-Speech,0:03:38,0:03:45,0:00:07,Musical Expression,Giving Subjective Information
T-Speech,0:03:47,0:03:48,0:00:01,Technique,Giving Practice
T-Speech,0:03:53,0:03:54,0:00:01,Musical Expression,Giving Subjective Information
T-Speech,0:03:59,0:04:02,0:00:03,Musical Expression,Asking Question
T-Speech,0:04:31,0:04:33,0:00:02,Musical Style,Giving Objective Information
T-Speech,0:04:52,0:04:54,0:00:02,Musical Expression,Giving Practice
T-Speech,0:05:15,0:05:18,0:00:03,Musical Expression,Giving Subjective Information
T-Speech,0:05:34,0:05:40,0:00:06,Musical Expression,Giving Subjective Information
T-Speech,0:05:51,0:05:56,0:00:05,Musical Expression,Asking Question
T-Speech,0:06:03,0:06:18,0:00:15,Musical Expression,Giving Subjective Information
T-Speech,0:06:16,0:06:19,0:00:03,Musical Expression,Giving Practice
T-Speech,0:06:27,0:06:30,0:00:03,Musical Expression,Giving Practice
T-Speech,0:06:36,0:06:38,0:00:02,Technique,Giving Practice
T-Speech,0:07:25,0:07:27,0:00:02,Technique,Giving Practice
T-Speech,0:07:36,0:07:40,0:00:04,Technique,Giving Practice
T-Speech,0:08:19,0:08:25,0:00:06,Musical Expression,Giving Practice
T-Speech,0:08:34,0:08:38,0:00:04,Musical Expression,Giving Feedback
T-Speech,0:08:51,0:08:56,0:00:05,Musical Expression,Giving Subjective Information
T-Speech,0:09:00,0:09:12,0:00:12,Musical Expression,Giving Subjective Information
T-Speech,0:09:27,0:09:34,0:00:07,Musical Expression,Giving Feedback
T-Speech,0:09:46,0:09:48,0:00:02,Musical Expression,Giving Practice
T-Speech,0:10:02,0:10:05,0:00:03,Musical Expression,Giving Practice
T-Speech,0:10:24,0:10:40,0:00:16,Musical Expression,Giving Practice
T-Speech,0:10:44,0:10:46,0:00:02,Musical Expression,Giving Feedback
T-Speech,0:10:53,0:10:57,0:00:04,Musical Expression,Giving Practice
T-Speech,0:11:07,0:11:14,0:00:07,Musical Expression,Giving Subjective Information
T-Speech,0:11:15,0:11:26,0:00:11,Musical Style,Giving Objective Information
T-Speech,0:11:29,0:11:39,0:00:10,Musical Style,Giving Objective Information
T-Speech,0:11:41,0:11:45,0:00:04,Musical Style,Giving Objective Information
T-Speech,0:11:47,0:11:49,0:00:02,Musical Style,Giving Practice
T-Speech,0:11:50,0:11:58,0:00:08,Musical Style,Giving Objective Information
T-Speech,0:12:04,0:12:06,0:00:02,Musical Style,Giving Objective Information
T-Speech,0:12:05,0:12:10,0:00:05,Musical Style,Giving Objective Information
T-Speech,0:12:20,0:12:24,0:00:04,Musical Style,Giving Subjective Information
T-Speech,0:12:52,0:12:56,0:00:04,Technique,Giving Practice
T-Speech,0:12:58,0:13:00,0:00:02,Technique,Giving Advice
T-Speech,0:13:06,0:13:09,0:00:03,Technique,Giving Advice
T-Speech,0:13:23,0:13:25,0:00:02,Musical Expression,Giving Practice
T-Speech,0:13:34,0:13:40,0:00:06,Musical Expression,Giving Practice
T-Speech,0:13:40,0:13:41,0:00:01,Musical Expression,Giving Practice
T-Speech,0:13:48,0:13:50,0:00:02,Musical Expression,Giving Practice
T-Speech,0:13:51,0:13:56,0:00:05,Musical Expression,Giving Advice
T-Speech,0:14:01,0:14:05,0:00:04,Musical Expression,Giving Feedback
T-Speech,0:14:12,0:14:15,0:00:03,Musical Expression,Giving Practice
T-Speech,0:14:21,0:14:23,0:00:02,Musical Expression,Giving Practice
T-Speech,0:14:33,0:14:35,0:00:02,Musical Expression,Giving Practice
T-Speech,0:14:43,0:14:47,0:00:04,Musical Expression,Giving Practice
T-Speech,0:14:48,0:14:57,0:00:09,Other,Giving Subjective Information
T-Speech,0:15:01,0:15:04,0:00:03,Musical Expression,Giving Subjective Information
T-Speech,0:15:12,0:15:13,0:00:01,Musical Expression,Giving Subjective Information
T-Speech,0:15:49,0:15:52,0:00:03,Musical Expression,Asking Question
T-Speech,0:15:54,0:15:57,0:00:03,Musical Expression,Asking Question
T-Speech,0:16:00,0:16:03,0:00:03,Musical Expression,Giving Practice
T-Speech,0:16:06,0:16:08,0:00:02,Musical Expression,Giving Practice
T-Speech,0:16:11,0:16:15,0:00:04,Technique,Giving Objective Information
T-Speech,0:16:20,0:16:23,0:00:03,Technique,Giving Objective Information
T-Speech,0:16:25,0:16:26,0:00:01,Technique,Giving Objective Information
T-Speech,0:16:31,0:16:32,0:00:01,Musical Expression,Giving Objective Information
T-Speech,0:16:49,0:16:52,0:00:03,Musical Expression,Giving Practice
T-Speech,0:16:55,0:16:57,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:16:59,0:17:01,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:17:06,0:17:08,0:00:02,Technique,Giving Practice
T-Speech,0:17:11,0:17:12,0:00:01,Technique,Giving Subjective Information
T-Speech,0:17:13,0:17:17,0:00:04,Technique,Giving Practice
T-Speech,0:17:23,0:17:28,0:00:05,Technique,Asking Question
T-Speech,0:17:30,0:17:33,0:00:03,Technique,Giving Subjective Information
T-Speech,0:17:37,0:17:42,0:00:05,Technique,Giving Subjective Information
T-Speech,0:17:46,0:17:59,0:00:13,Technique,Giving Objective Information
T-Speech,0:18:08,0:18:11,0:00:03,Other,Giving Practice
T-Speech,0:18:17,0:18:25,0:00:08,Other,Giving Advice
T-Speech,0:18:45,0:19:04,0:00:19,Other,Giving Feedback
T-Speech,0:19:07,0:19:15,0:00:08,Other,Giving Feedback
T-Speech,0:19:18,0:19:20,0:00:02,Other,Giving Subjective Information
T-Speech,0:19:20,0:19:23,0:00:03,Other,Asking Question
T-Speech,0:19:29,0:19:34,0:00:05,Other,Giving Subjective Information
T-Speech,0:19:39,0:19:41,0:00:02,Other,Giving Subjective Information
T-Speech,0:19:55,0:19:56,0:00:01,Other,Giving Subjective Information
T-Speech,0:20:30,0:20:32,0:00:02,Other,Giving Subjective Information
T-Speech,0:20:39,0:20:44,0:00:05,Musical Expression,Giving Practice
T-Speech,0:20:48,0:20:50,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:20:51,0:20:59,0:00:08,Musical Expression,Giving Practice
T-Speech,0:21:06,0:21:15,0:00:09,Technique,Giving Practice
T-Speech,0:21:18,0:21:21,0:00:03,Musical Expression,Giving Subjective Information
T-Speech,0:21:58,0:22:02,0:00:04,Other,Giving Subjective Information
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
