Speaker,start,end,time,ITL,ICL
T-Speech,0:02:58,0:03:00,0:00:02,Technique,"Giving Practice
"
T-Speech,0:03:02,0:03:04,0:00:02,Technique,"Giving Feedback
"
T-Speech,0:03:05,0:03:06,0:00:01,Technique,"Giving Feedback
"
T-Speech,0:03:08,0:03:10,0:00:02,Technique,"Giving Feedback
"
T-Speech,0:03:11,0:03:13,0:00:02,Technique,"Giving Feedback
"
T-Speech,0:03:18,0:03:20,0:00:02,Technique,"Giving Feedback
"
T-Speech,0:03:21,0:03:24,0:00:03,Technique,"Giving Feedback
"
T-Speech,0:03:32,0:03:33,0:00:01,Technique,"Giving Feedback
"
T-Speech,0:03:34,0:03:36,0:00:02,Technique,"Giving Practice
"
T-Speech,0:03:39,0:03:41,0:00:02,Technique,"Giving Feedback
"
T-Speech,0:03:45,0:03:47,0:00:02,Other,"Giving Feedback
"
T-Speech,0:03:48,0:03:49,0:00:01,Other,"Giving Subjective Information
"
T-Speech,0:03:54,0:03:56,0:00:02,Technique,"Asking Question
"
T-Speech,0:04:00,0:04:03,0:00:03,Technique,"Giving Feedback
"
T-Speech,0:04:05,0:04:07,0:00:02,Technique,"Giving Feedback
"
T-Speech,0:04:09,0:04:12,0:00:03,Technique,"Giving Feedback
"
T-Speech,0:04:13,0:04:14,0:00:01,Technique,"Giving Feedback
"
T-Speech,0:04:15,0:04:16,0:00:01,Technique,"Giving Feedback
"
T-Speech,0:04:17,0:04:18,0:00:01,Technique,"Giving Practice
"
T-Speech,0:04:19,0:04:22,0:00:03,Technique,"Giving Practice
"
T-Speech,0:04:23,0:04:26,0:00:03,Technique,"Giving Practice
"
T-Speech,0:04:27,0:04:28,0:00:01,Technique,"Giving Feedback
"
T-Speech,0:04:29,0:04:30,0:00:01,Technique,"Giving Feedback
"
T-Speech,0:04:33,0:04:34,0:00:01,Technique,"Giving Practice
"
T-Speech,0:04:35,0:04:36,0:00:01,Technique,"Giving Practice
"
T-Speech,0:04:39,0:04:40,0:00:01,Technique,"Giving Practice
"
T-Speech,0:04:41,0:04:43,0:00:02,Technique,"Giving Practice
"
T-Speech,0:04:45,0:04:46,0:00:01,Technique,"Giving Practice
"
T-Speech,0:04:48,0:04:50,0:00:02,Technique,"Giving Practice
"
T-Speech,0:04:51,0:04:53,0:00:02,Technique,"Giving Feedback
"
T-Speech,0:05:04,0:05:08,0:00:04,Technique,"Giving Subjective Information
"
T-Speech,0:05:09,0:05:10,0:00:01,Technique,"Giving Subjective Information
"
T-Speech,0:05:12,0:05:15,0:00:03,Technique,"Giving Subjective Information
"
T-Speech,0:05:19,0:05:20,0:00:01,Technique,"Giving Subjective Information
"
T-Speech,0:05:22,0:05:23,0:00:01,Technique,"Giving Subjective Information
"
T-Speech,0:05:25,0:05:26,0:00:01,Technique,"Giving Subjective Information
"
